GeneSymb	GSM275676	GSM275677	GSM275678	GSM275679	GSM275680	GSM275681	GSM275682	GSM275683	GSM275684	GSM275685	GSM275686	GSM402417	GSM402418	GSM402419	GSM402420	GSM402421	GSM402422	GSM468593	GSM468594	GSM468595	GSM468596	GSM468597	GSM468598	GSM468599	GSM468600	GSM468601	GSM468602	GSM490043	GSM490044	GSM490045	GSM649496	GSM649497	GSM649498	GSM1230054_284_4795_04_03_2012.CEL	GSM1230055_284_4796_04_03_2012.CEL	GSM1230056_284_4797_04_03_2012.CEL
ACTA1	 4.3600	 4.2472	 4.5639	 4.2226	 4.8809	 4.9583	 4.8807	 5.0174	 5.0242	 4.8676	 4.9148	 4.8579	 4.8869	 4.6543	 4.5331	 4.5946	 4.7089	 4.6527	 4.9038	 4.6506	 4.8173	 4.9654	 4.4590	 4.7230	 4.2533	 5.0102	 4.6240	 4.3703	 4.6924	 4.8829	 4.8522	 4.8325	 4.6053	 4.2287	 4.7326	 4.9843
ACTL6A	 9.3015	 9.5622	 9.5381	 9.4363	 9.8818	 9.9271	 9.8312	 9.2351	 9.8068	 9.5141	 9.3450	 9.4669	 9.6284	 9.8446	 9.5563	 9.6745	 9.3468	 9.6960	 9.4468	 9.7888	10.1333	 9.4694	 9.4943	 9.6000	 9.4941	 8.8670	 9.8727	 9.5597	 9.7018	 9.5666	 9.5479	 9.5555	 9.5860	 9.6413	 9.6269	 9.5599
ACTL6B	 5.1287	 5.2944	 5.1821	 5.4586	 5.6008	 5.4551	 5.4114	 5.6176	 5.5470	 5.6124	 5.7004	 5.5827	 5.2925	 5.5737	 5.2600	 5.5067	 5.4874	 5.5735	 5.2038	 5.9053	 5.5600	 5.4385	 5.4268	 5.6360	 5.5119	 5.0318	 5.2173	 5.3976	 5.5764	 5.3245	 5.2514	 5.5700	 5.5831	 5.5198	 5.2890	 5.4897
ACTL7A	 5.9198	 5.7033	 5.8349	 5.7022	 5.7614	 6.2339	 5.8973	 5.5883	 5.6260	 5.7439	 5.8404	 5.4875	 5.8482	 6.0107	 5.9339	 5.6302	 5.9763	 6.0151	 6.1096	 5.8165	 5.7865	 5.9714	 5.6852	 5.4200	 5.8620	 5.8799	 5.5987	 5.9200	 5.7647	 5.8667	 5.8792	 5.8156	 5.6406	 6.2348	 5.5209	 5.7957
ACTL7B	 5.4125	 5.6048	 5.6478	 5.6188	 5.8916	 6.1289	 5.8749	 6.3815	 6.0583	 6.0449	 6.3145	 6.2140	 5.8649	 5.5551	 5.7166	 5.7351	 6.1032	 5.5822	 5.6714	 5.9007	 5.3648	 6.0790	 6.2415	 5.9894	 5.8632	 6.1990	 5.7568	 5.5358	 5.7045	 5.8887	 6.0041	 6.0281	 6.0277	 5.7996	 5.7021	 5.6274
ACTL8	 6.4695	 6.2415	 6.6778	 6.5994	 7.0629	 6.8978	 6.6789	 6.8650	 6.6717	 6.6737	 6.6362	 6.8396	 6.7571	 6.6024	 6.3356	 6.8042	 6.7327	 7.0071	 6.5804	 6.7540	 6.6528	 6.9199	 6.6827	 6.5459	 6.7438	 6.3579	 6.5412	 6.5088	 6.5412	 6.9754	 6.6610	 6.5940	 6.7910	 6.7029	 6.7267	 6.5957
ACTL9	 4.0248	 4.0864	 4.2738	 4.2640	 4.6158	 4.6344	 4.4662	 4.3560	 4.2587	 4.4238	 4.4938	 4.5448	 4.3805	 4.1832	 4.5353	 4.4855	 3.8952	 4.7848	 4.1930	 4.1871	 4.5141	 3.8671	 4.4474	 4.5339	 4.4562	 4.7376	 3.6529	 4.1855	 4.4877	 4.1528	 4.4302	 4.3710	 4.3973	 4.2625	 4.2330	 4.3304
ACTN1	 9.0904	 8.9739	 8.6381	 8.6619	 8.8876	 8.9461	 8.6767	 9.2787	 9.3841	 9.3121	 9.5081	 9.2435	 9.1242	 9.0614	 8.8799	 8.9684	 8.8565	 9.1346	 8.9652	 8.9972	 8.9710	 8.9575	 9.0819	 9.0715	 9.0217	 9.0140	 9.0088	 9.0050	 9.0000	 8.9497	 9.0577	 9.1518	 8.9698	 8.9623	 9.0273	 8.9651
ACTN2	 4.8657	 5.0692	 5.0785	 5.0737	 5.0922	 5.0361	 4.9098	 5.0711	 4.9296	 5.0555	 5.1594	 4.8541	 5.1052	 5.0350	 4.8982	 5.0974	 5.1864	 5.1476	 5.0756	 5.0454	 4.7751	 5.1574	 5.1099	 4.9097	 5.0775	 5.2042	 4.7914	 4.9957	 5.1622	 4.9128	 4.9776	 5.0073	 5.1208	 4.9687	 5.1247	 4.9771
ACTN3	 5.4367	 5.5222	 5.6164	 5.5694	 5.8412	 5.7670	 5.6061	 5.9285	 5.8126	 5.6510	 5.7350	 5.8239	 5.3552	 5.6948	 5.7402	 5.5352	 5.7749	 5.5954	 5.5330	 5.5750	 5.5244	 5.4354	 5.6107	 5.9403	 5.8841	 6.0396	 5.4025	 5.6720	 5.4961	 5.5023	 5.8652	 5.5999	 5.7887	 5.5850	 5.5484	 5.5369
ACTN4	10.2048	10.2103	 9.8148	 9.7798	 9.9563	10.0040	 9.7178	 9.7615	 9.8895	 9.9789	10.0213	 9.7118	 9.7639	 9.5469	10.2548	10.1945	10.2004	10.2277	10.1162	10.1153	10.0518	10.0426	 9.8843	 9.8167	 9.7385	 9.6843	 9.7764	10.0017	 9.9400	 9.9548	10.0693	 9.8362	 9.8704	10.0104	10.0137	 9.8724
ACTR10	10.9543	10.7789	10.7348	10.4549	10.5541	10.4301	10.7112	 9.8277	10.0051	 9.8985	 9.6606	 9.6834	 9.5470	 9.6648	11.0911	10.9616	10.9964	10.1844	 9.8610	10.0851	10.1038	10.0529	10.5552	10.6414	10.5763	10.4368	10.7435	10.1661	10.1989	10.1614	10.3609	10.6607	10.3963	10.1288	10.1312	10.2664
ACTR1A	 8.7177	 8.5441	 8.4848	 8.2786	 9.5658	 9.6733	 9.4182	 8.2587	 8.2195	 8.7685	 8.4744	 8.7375	 8.6698	 8.6435	 8.8616	 8.8764	 8.8177	 9.0821	 9.1497	 8.9406	 9.0552	 9.0759	 8.4188	 8.4914	 8.5338	 8.4069	 8.5232	 8.7665	 8.7690	 8.8094	 8.8401	 8.7340	 8.6875	 8.7296	 8.7754	 8.8398
ACTR1B	 9.1188	 9.0024	 8.7720	 8.4572	 8.6334	 8.6229	 8.5528	 9.1495	 9.3888	 8.8462	 8.8349	 8.5488	 8.5358	 8.4274	 9.2802	 9.1053	 9.1026	 8.8983	 8.6705	 9.0066	 8.8308	 8.8831	 8.7763	 8.7682	 8.8825	 8.8170	 8.8001	 8.7945	 8.7448	 8.7486	 9.1439	 8.8947	 8.6735	 8.6444	 8.8596	 8.7839
ACTR2	 8.5146	 8.1940	 8.6094	 7.8427	 7.8607	 7.7985	 7.8999	 7.6486	 7.8614	 8.0743	 8.0489	 8.1948	 7.7437	 8.2210	 8.1641	 8.2679	 7.7593	 8.0299	 8.0969	 8.1075	 8.1107	 8.1981	 8.0805	 8.0404	 8.0905	 7.8941	 7.9362	 8.0922	 8.1977	 8.1759	 7.8422	 7.9321	 8.1109	 8.2026	 8.1417	 8.1215
ACTR3	 8.9544	 8.7948	 8.8734	 8.5562	 8.2876	 8.2282	 8.3760	 8.9561	 9.0121	 9.1181	 9.0135	 8.7955	 8.7761	 8.6910	 8.8356	 8.7380	 8.6196	 8.6863	 8.5743	 8.8424	 8.6809	 8.6808	 8.8461	 8.7371	 8.8465	 8.5847	 8.9472	 8.7160	 8.7897	 8.7208	 8.7477	 8.7811	 8.7004	 8.8250	 8.7369	 8.6646
ACTR3B	 7.1360	 7.1508	 6.6838	 6.7457	 7.8018	 7.8647	 7.7918	 6.9163	 6.9355	 7.2900	 7.1952	 7.3341	 7.3960	 7.4431	 7.2157	 6.9175	 7.0868	 7.6269	 6.9690	 7.4568	 7.5658	 7.4488	 7.0551	 6.9701	 7.0856	 6.9775	 7.1664	 7.2880	 7.1461	 7.3050	 7.3377	 7.1940	 7.1223	 7.2318	 7.2935	 7.2139
ACTR5	 6.8392	 6.9556	 7.0742	 6.9565	 7.5614	 7.6295	 7.6259	 7.2628	 7.2409	 7.1869	 7.3487	 7.4954	 7.3456	 7.2622	 7.0074	 7.1653	 7.0245	 7.1534	 7.1344	 6.9785	 7.1573	 7.0572	 7.2554	 7.3411	 7.2864	 7.5140	 7.2896	 7.0316	 7.0608	 7.2599	 7.3324	 7.2407	 7.3749	 7.1181	 7.0932	 7.1410
ACTR6	 7.6508	 7.4599	 7.5634	 7.4694	 6.7373	 6.8822	 6.8334	 6.5889	 6.6201	 6.4839	 6.6173	 7.1877	 7.0565	 7.0266	 6.9427	 6.9484	 7.0308	 6.9992	 7.0399	 6.9143	 7.1150	 6.6881	 7.0392	 7.2144	 6.9532	 7.1206	 7.2371	 7.1729	 7.3029	 7.0669	 6.7672	 6.8789	 7.0037	 7.0752	 7.2402	 7.2273
ACTR8	 7.1305	 7.1237	 7.1042	 7.0091	 8.1992	 8.1086	 8.2290	 7.2477	 7.3705	 7.4578	 7.4996	 7.6172	 7.3622	 7.6015	 7.4561	 7.3474	 7.3402	 7.3165	 7.4103	 7.2392	 7.4237	 7.1711	 7.6299	 7.6097	 7.4863	 7.5840	 7.6702	 7.3557	 7.2388	 7.2828	 7.5479	 7.6824	 7.6169	 7.3089	 7.3248	 7.2436
ACTRT2	 5.1036	 4.9909	 5.0296	 5.5148	 5.3361	 5.5049	 5.2711	 5.1682	 5.1760	 5.2642	 5.3497	 5.8611	 5.2260	 5.2020	 5.1616	 4.7849	 5.2740	 5.4384	 5.2028	 5.1764	 5.2768	 5.2299	 5.3526	 5.2470	 5.4390	 5.4333	 4.7193	 5.2904	 5.4022	 5.1205	 5.3352	 5.0695	 5.2917	 5.2384	 5.2561	 5.3185
ACTRT3	 5.6147	 5.8756	 6.0950	 6.1921	 6.4533	 6.6909	 6.6920	 6.3297	 6.3282	 6.6859	 6.6962	 6.0236	 6.2095	 5.7902	 6.5299	 6.4851	 6.5927	 6.4034	 6.1550	 5.8896	 6.0092	 6.3496	 6.1678	 6.4835	 6.6897	 5.9359	 6.6346	 6.2726	 5.9549	 5.9243	 6.6033	 6.6066	 6.2692	 6.0303	 6.1047	 6.0168
ACVR1	 8.9394	 8.5860	 8.2282	 8.3788	 7.6627	 7.5512	 7.8854	 7.1549	 7.5702	 7.7263	 7.5470	 8.2342	 8.1070	 8.1491	 7.9016	 7.8819	 7.6761	 8.1754	 7.5209	 8.0775	 8.0043	 8.2103	 8.2582	 7.9233	 8.1018	 7.4696	 8.1750	 8.3372	 8.2418	 8.0738	 7.5526	 8.5332	 7.2113	 8.2921	 8.3025	 8.0583
ACVR1B	 6.5634	 6.3187	 6.6196	 6.4412	 6.3233	 6.4961	 6.4816	 6.1877	 6.2344	 6.2193	 6.2704	 6.4219	 6.3591	 6.3577	 6.3739	 6.3450	 6.5077	 6.4313	 6.4848	 6.4676	 6.6210	 6.3669	 6.3468	 6.3120	 6.1541	 6.4912	 6.2663	 6.4394	 6.4327	 6.4912	 6.4081	 6.3854	 6.2085	 6.4519	 6.5011	 6.4102
ACVR1C	 4.7009	 4.5088	 4.5864	 4.7461	 4.5167	 4.4151	 4.3312	 4.3887	 4.0752	 4.1390	 4.3421	 4.0862	 4.1868	 4.5370	 4.8828	 4.4476	 4.5192	 4.3932	 4.6939	 4.7053	 4.3639	 4.3144	 4.6229	 4.3578	 4.4389	 4.2002	 4.3422	 4.4914	 4.6840	 4.2803	 4.5471	 4.1841	 4.4727	 4.3336	 4.7190	 4.4030
ACVR2A	 7.7301	 7.6370	 7.4533	 7.2462	 6.8583	 6.7873	 7.2302	 7.1870	 7.3452	 7.2437	 6.9324	 6.8606	 7.1930	 6.9864	 7.5869	 7.4428	 7.2658	 7.0447	 7.0408	 6.8756	 6.8815	 6.9127	 7.3529	 7.5962	 7.4347	 7.4900	 7.5967	 6.9193	 7.1938	 7.3524	 7.4274	 7.3248	 7.1178	 7.1850	 7.1358	 7.1447
ACVR2B	 7.0468	 6.7248	 6.9440	 6.8370	 6.5996	 6.7499	 6.8113	 6.7990	 6.8881	 6.9467	 6.6948	 6.8760	 7.1546	 6.9049	 6.5494	 6.7604	 6.7470	 6.7078	 6.7872	 6.9562	 6.7321	 6.7543	 7.1353	 6.7857	 6.9461	 6.6825	 6.8330	 6.8672	 6.8173	 6.9219	 6.7798	 6.8088	 6.7972	 6.9682	 6.8589	 6.7793
ACVR2B-AS1	 5.5649	 5.7596	 5.6804	 5.4169	 5.9786	 6.0380	 5.7264	 5.3961	 5.3557	 5.1736	 5.3046	 5.3040	 5.9786	 5.5328	 5.6270	 5.2924	 5.7622	 5.2435	 6.0373	 5.4099	 5.3666	 5.7655	 5.4952	 5.4933	 5.7213	 5.7962	 5.4996	 5.6002	 5.6379	 5.5269	 5.7755	 5.5815	 5.3751	 5.4313	 5.5382	 5.7955
ACVRL1	 5.5181	 5.4174	 5.5733	 5.4683	 5.7932	 5.8630	 5.6867	 6.0083	 5.9177	 5.9250	 5.8304	 5.6318	 5.7764	 5.6232	 5.5771	 5.6778	 5.9178	 5.9608	 5.3149	 5.5916	 5.7629	 5.5942	 5.5783	 5.7538	 5.9259	 6.0252	 5.4992	 5.7167	 5.4854	 5.6061	 5.8378	 5.7337	 5.8244	 5.6017	 5.6199	 5.5866
ACY1	 5.2038	 5.2778	 5.2719	 5.4794	 5.6601	 5.6923	 5.5189	 5.8548	 5.9853	 5.8620	 5.8071	 5.7206	 5.4391	 5.6099	 5.3547	 5.5556	 5.8217	 5.8579	 5.6449	 5.6114	 5.5888	 5.5237	 5.7026	 5.4248	 5.2878	 5.7863	 5.4079	 5.8551	 5.3813	 5.3209	 5.5726	 5.9064	 5.4654	 5.5140	 5.1442	 5.8992
ACY3	 5.5320	 5.3803	 5.4775	 5.3716	 5.9045	 5.8637	 5.7828	 5.6801	 5.6675	 5.6107	 5.8232	 5.7358	 5.5120	 5.5492	 5.7048	 5.4267	 5.8270	 5.7496	 5.4680	 5.7162	 5.7453	 5.4387	 5.7936	 5.3548	 5.6180	 5.6912	 5.6839	 5.5660	 5.4821	 5.6209	 5.4540	 5.9105	 5.7220	 5.5992	 5.6471	 5.4227
ACYP1	 8.7749	 8.5947	 8.9499	 8.5905	 7.9686	 7.7829	 7.9136	 7.7604	 7.8972	 7.1789	 7.0549	 8.3652	 8.1578	 8.4682	 7.9304	 8.0590	 7.8028	 8.2206	 8.4202	 8.3594	 8.1969	 8.3471	 7.8936	 7.7650	 7.9446	 8.2129	 7.9453	 8.4099	 8.4601	 8.4913	 7.6753	 7.2928	 8.4540	 8.4681	 8.4937	 8.3996
ACYP2	 7.0569	 6.4237	 6.6961	 6.7998	 7.6588	 7.9555	 7.9942	 7.5419	 7.7274	 7.3931	 7.4912	 7.5159	 7.1917	 7.4528	 7.2095	 7.0817	 7.3064	 7.0806	 7.3051	 7.3414	 7.2685	 7.3212	 7.2509	 7.4647	 7.2127	 7.2266	 7.4585	 7.0868	 7.2262	 7.0505	 7.8463	 7.4249	 7.1234	 7.1257	 7.1206	 7.1171
ADA	 7.5808	 8.0495	 7.7268	 7.6319	 6.5016	 6.4452	 6.3832	 5.6893	 5.9463	 6.4244	 6.5101	 6.8538	 6.4992	 6.6029	 6.8857	 7.0350	 7.2737	 6.8603	 6.8220	 6.6840	 6.5393	 6.6622	 6.8241	 7.1940	 6.9177	 6.9738	 7.1062	 7.2514	 6.9721	 6.9047	 6.4897	 6.6799	 6.8524	 7.0808	 7.1725	 6.8749
ADAD1	 4.5225	 4.6023	 4.5834	 4.7928	 4.7034	 4.5949	 4.5494	 4.4793	 4.3948	 4.3943	 4.6061	 4.4239	 4.4837	 4.5336	 4.5014	 4.8848	 4.5918	 4.7753	 4.7723	 4.5625	 4.6028	 4.3658	 4.5566	 4.6205	 4.3765	 4.4227	 4.6438	 4.7185	 4.4301	 4.6066	 4.4121	 4.3310	 4.9210	 4.5005	 4.6920	 4.5627
ADAD2	 5.9185	 6.1002	 6.1922	 6.1470	 6.5274	 6.4992	 6.3118	 6.9494	 6.7587	 6.7697	 6.6752	 6.2650	 6.4453	 6.3963	 6.5251	 6.2395	 6.5770	 6.2820	 6.6333	 6.4374	 6.4082	 6.2262	 6.5624	 6.0463	 6.3980	 6.5805	 6.5059	 6.3611	 6.1533	 6.3485	 6.5202	 6.5246	 6.5404	 6.4142	 6.2634	 6.1853
ADAL	 6.4688	 6.2876	 6.3400	 6.1813	 6.1341	 6.0862	 6.1177	 6.0973	 6.1677	 6.0588	 6.0818	 6.1995	 6.0376	 6.2089	 6.2016	 6.0533	 6.3529	 5.9850	 5.9934	 6.0880	 5.8746	 6.0851	 6.4328	 6.2627	 6.3158	 6.3725	 6.3464	 5.9894	 6.2508	 6.1973	 6.2143	 6.1940	 6.2080	 6.2487	 6.0991	 6.0897
ADAM1	 7.2130	 6.7239	 6.5494	 6.2673	 4.6959	 4.5893	 4.8638	 4.4971	 5.0614	 4.7142	 4.6853	 5.0111	 5.4683	 5.4535	 5.8874	 6.1497	 5.2159	 5.8591	 5.0749	 5.5025	 5.5180	 5.6505	 5.6774	 5.5353	 6.0304	 4.7810	 5.6806	 5.7195	 5.9742	 5.8792	 4.8235	 5.2481	 5.5413	 5.8578	 5.7782	 5.9370
ADAM10	 9.0754	 8.6692	 8.4598	 7.8961	 7.4383	 7.2141	 7.4368	 8.6869	 9.0243	 9.0089	 8.8092	 8.3257	 8.1663	 8.5521	 8.4838	 8.2398	 8.3345	 8.3864	 8.2806	 8.2121	 8.3852	 8.3355	 8.4552	 8.5154	 8.3547	 8.1525	 8.4262	 8.3749	 8.4377	 8.3734	 8.3720	 8.4732	 8.0710	 8.4022	 8.4145	 8.3694
ADAM11	 6.3135	 6.1434	 6.1459	 6.1972	 6.2646	 6.5028	 6.2477	 6.4805	 6.6655	 6.3988	 6.3754	 6.2275	 6.3058	 6.1905	 6.2665	 6.4137	 6.5520	 6.2367	 6.4942	 6.2393	 6.5887	 6.2327	 6.2084	 6.0909	 6.1561	 6.5220	 6.4912	 6.1181	 6.2988	 6.4119	 6.5456	 6.1879	 6.3937	 6.0411	 6.4759	 6.3118
ADAM12	 4.7026	 4.6054	 4.5475	 4.7108	 4.5724	 4.5561	 4.5364	 4.7106	 4.5502	 4.6260	 4.6891	 4.5355	 4.6967	 4.4939	 4.6361	 4.5552	 4.8343	 4.6225	 4.7008	 4.6419	 4.8860	 4.6438	 4.4620	 4.5773	 4.5738	 4.7579	 4.3868	 4.5983	 4.5572	 4.7913	 4.5880	 4.7268	 4.4900	 4.6357	 4.6332	 4.6778
ADAM15	 8.1608	 8.1881	 8.1489	 8.0462	 8.1810	 8.1498	 7.7982	 7.3380	 7.6604	 7.8536	 7.8568	 8.0204	 7.3971	 8.0186	 8.2002	 8.2294	 7.9595	 8.1024	 8.3311	 8.1567	 8.1910	 8.0792	 7.7067	 7.6825	 7.7863	 7.9117	 7.7609	 8.0526	 8.0631	 8.0944	 7.7996	 7.8688	 7.9467	 8.2253	 7.9903	 7.9946
ADAM17	 7.1802	 7.1785	 6.9897	 6.8712	 6.7908	 6.7584	 6.8250	 7.1508	 7.2019	 7.2734	 7.0301	 7.0000	 6.9089	 7.0783	 7.0670	 7.0147	 7.0579	 7.0704	 6.7885	 7.0845	 6.9887	 7.0437	 7.0634	 7.0443	 7.0852	 6.9624	 7.0800	 7.0251	 7.0125	 7.0080	 7.0168	 6.8995	 7.1648	 6.9974	 7.0634	 6.9849
ADAM18	 3.9310	 4.2355	 4.2800	 4.4442	 4.2270	 4.1371	 3.9992	 4.0470	 4.0118	 4.0915	 3.9480	 4.2806	 4.4049	 4.0775	 4.2794	 3.8363	 4.0033	 4.3908	 4.5254	 3.8486	 4.0111	 4.3938	 3.8031	 4.3555	 3.9091	 4.2700	 3.9628	 4.2739	 4.1804	 4.2516	 4.1555	 3.8665	 4.1543	 4.3218	 4.2496	 4.1345
ADAM19	 5.8699	 5.6984	 5.8430	 5.9430	 5.6567	 5.8447	 5.9521	 6.0592	 5.9919	 5.8714	 6.0242	 5.8426	 5.7694	 5.7964	 5.6998	 6.1488	 6.0062	 5.6571	 5.8511	 6.1097	 5.7555	 5.9698	 5.8251	 6.1448	 6.0944	 5.7230	 5.6416	 5.9041	 5.8929	 5.7295	 5.8946	 6.0556	 5.7866	 5.8721	 5.7440	 5.9104
ADAM2	 3.6982	 3.6891	 3.5465	 3.6382	 3.8050	 3.6375	 3.6344	 4.1576	 3.8244	 3.8078	 3.8443	 4.4628	 4.7591	 4.3663	 3.1239	 3.0196	 3.1084	 4.1582	 4.1126	 3.5050	 3.5873	 4.5204	 3.6138	 3.7663	 3.5709	 3.7323	 3.5002	 4.2043	 3.9831	 3.8236	 3.2692	 3.7372	 3.8229	 3.9432	 4.0456	 4.0221
ADAM20	 5.6705	 5.9631	 6.1794	 6.0750	 6.0619	 5.9440	 5.9460	 6.0207	 5.9852	 5.9376	 5.8724	 5.8943	 5.7653	 5.8717	 6.0146	 6.0606	 6.2056	 6.0649	 5.9647	 6.0154	 6.1083	 6.0511	 5.6771	 5.8755	 6.1668	 6.0606	 5.7026	 6.1494	 5.9908	 5.7657	 6.2255	 5.9325	 5.7483	 6.0453	 5.9649	 5.8958
ADAM21	 5.1033	 4.9905	 5.1789	 5.4970	 4.7014	 4.8811	 4.8128	 4.8361	 4.6572	 5.1543	 5.1905	 4.8080	 4.9651	 5.1010	 5.1403	 5.0228	 5.0028	 5.0008	 5.2961	 4.7799	 4.9005	 4.7410	 5.0046	 4.9947	 5.4648	 5.2343	 4.6503	 4.9557	 5.1692	 4.9656	 5.0169	 5.0969	 4.8358	 5.0009	 5.1804	 4.9092
ADAM22	 5.3054	 4.9163	 4.9623	 4.8817	 4.9464	 4.9540	 4.9126	 5.3605	 5.3335	 5.1516	 5.1595	 5.0309	 4.9421	 5.1106	 5.1616	 4.9873	 5.1330	 4.9693	 4.9396	 4.8987	 4.9907	 4.9275	 5.2122	 5.1940	 5.0904	 5.3052	 5.0814	 5.0164	 4.9642	 4.9882	 5.0839	 5.1630	 5.1496	 5.0337	 5.0417	 4.8934
ADAM23	 4.6640	 4.7537	 4.6895	 5.0637	 4.7848	 4.9360	 4.8701	 4.6812	 4.7015	 4.7179	 4.8206	 4.6354	 4.8551	 4.7196	 4.8569	 4.6960	 4.9573	 4.6604	 4.9283	 4.8177	 4.8911	 4.6459	 4.7828	 4.7748	 4.9091	 4.8274	 4.6298	 4.7603	 4.8017	 4.7691	 4.7097	 4.7377	 4.9417	 4.8780	 4.6536	 4.7996
ADAM28	 4.6195	 4.6054	 4.5080	 4.6624	 4.7776	 4.8723	 4.7093	 4.7695	 4.7668	 4.7327	 4.7643	 4.8294	 4.7339	 4.6123	 4.6472	 4.6402	 4.7213	 4.6989	 4.6679	 4.5646	 4.8029	 4.5957	 4.6691	 4.6768	 4.7765	 4.8301	 4.6911	 4.6711	 4.7690	 4.5352	 4.8806	 4.7244	 4.6039	 4.7304	 4.5154	 4.7295
ADAM29	 4.3308	 4.4361	 4.4186	 4.2117	 4.3034	 4.3434	 4.4267	 4.3208	 4.1529	 4.2388	 4.2139	 4.2529	 4.3193	 4.3143	 4.3699	 4.3309	 4.2526	 4.2951	 4.1751	 4.2966	 4.3540	 4.1804	 4.5513	 4.2973	 4.4010	 4.2874	 4.2285	 4.2195	 4.3279	 4.3488	 4.0716	 4.4954	 4.3768	 4.3059	 4.3872	 4.2032
ADAM30	 4.4388	 4.4843	 4.4308	 4.5343	 4.6295	 4.5132	 4.4373	 4.7709	 4.6046	 4.6074	 4.5130	 4.4178	 4.5826	 4.6618	 4.5205	 4.6060	 4.4175	 4.6212	 4.5569	 4.5036	 4.3510	 4.4862	 4.5145	 4.5311	 4.5741	 4.8515	 4.3537	 4.5805	 4.5663	 4.3705	 4.3001	 4.5401	 4.8487	 4.4899	 4.5278	 4.4997
ADAM32	 5.1349	 4.9850	 5.2468	 5.1122	 5.4702	 5.2972	 5.1422	 5.2440	 5.4512	 5.1959	 5.1712	 5.5058	 5.3594	 5.8920	 5.0776	 4.7329	 4.7672	 5.1539	 5.1625	 5.0988	 5.1663	 4.8379	 5.6421	 5.1017	 5.4734	 5.3794	 5.2087	 5.2021	 5.2967	 5.1651	 5.3785	 5.0426	 5.2498	 5.3430	 5.2986	 5.0223
ADAM33	 6.0580	 6.3082	 6.3669	 6.4333	 5.8789	 5.8278	 5.8968	 6.4957	 6.5639	 6.4265	 6.4870	 6.1532	 6.2108	 6.1943	 6.0988	 6.4623	 6.4415	 6.4873	 6.5322	 6.3619	 6.2084	 6.2809	 6.2732	 6.0365	 6.0558	 6.2792	 6.0858	 6.2396	 6.4875	 6.1718	 6.2795	 6.0046	 6.3779	 6.2816	 6.2113	 6.4059
ADAM3A	 3.9159	 4.4048	 4.3879	 4.2875	 4.6751	 4.5061	 4.3875	 4.4263	 4.5480	 4.7146	 4.5505	 4.3318	 4.5018	 4.5058	 4.3692	 4.5823	 4.2609	 4.3464	 4.9958	 4.4999	 4.0657	 4.3561	 4.3724	 4.3296	 4.4061	 4.4858	 4.3953	 4.3717	 4.3068	 4.4714	 4.6356	 4.3078	 4.4585	 4.5757	 4.3728	 4.2013
ADAM5P	 4.5253	 4.4185	 4.7389	 4.5948	 4.5252	 4.8206	 4.3927	 4.4032	 4.3804	 4.4327	 4.5069	 4.6310	 4.3689	 4.3794	 4.5674	 4.6150	 4.6099	 4.3082	 4.8587	 4.4648	 4.9017	 4.4544	 4.1394	 4.5273	 4.5761	 4.6591	 4.3962	 4.6297	 4.4640	 4.5674	 4.4235	 4.4966	 4.5903	 4.5973	 4.5804	 4.4834
ADAM6	 5.4554	 5.0790	 5.5381	 5.1502	 5.4284	 5.3294	 5.2277	 5.2717	 5.3054	 5.2523	 5.2510	 5.1963	 4.9859	 5.0760	 5.4336	 5.5198	 5.4846	 5.2951	 5.2996	 5.1043	 5.6082	 4.8899	 5.6129	 5.2042	 5.4592	 5.2823	 5.0715	 5.2374	 5.3218	 5.1104	 5.3119	 5.4006	 5.3143	 5.3123	 5.0032	 5.3541
ADAM7	 4.4437	 4.3963	 4.3427	 4.4634	 4.3692	 4.3674	 4.2431	 4.2980	 4.2156	 4.2828	 4.3607	 4.3776	 4.2459	 4.2909	 4.3333	 4.3344	 4.5281	 4.4140	 4.1241	 4.4504	 4.4216	 4.5942	 4.5387	 3.9152	 4.4096	 4.3592	 4.2902	 4.2753	 4.3942	 4.4717	 4.2665	 4.3880	 4.3146	 4.2435	 4.4875	 4.4102
ADAM8	 6.1533	 5.9663	 6.0775	 6.0763	 5.9579	 5.9841	 5.9807	 6.3228	 6.3701	 6.1789	 6.2605	 6.1662	 6.0714	 6.1803	 6.0773	 6.1176	 6.1401	 6.0006	 6.2497	 6.2808	 6.1653	 6.3253	 5.9372	 6.0108	 6.0183	 6.2794	 5.9874	 6.1559	 6.0401	 6.2323	 6.1502	 6.0103	 6.1641	 6.1725	 6.0321	 6.2236
ADAM9	 7.4050	 7.6072	 7.1959	 7.1688	 6.8666	 6.6758	 6.7453	 7.2010	 7.1497	 7.1323	 7.1492	 6.9500	 6.7493	 6.7694	 7.5407	 7.2879	 7.3403	 6.9161	 6.8700	 6.8840	 7.1380	 7.1113	 7.3670	 7.2235	 7.2797	 6.9582	 7.3150	 7.0729	 7.0458	 7.0725	 7.1740	 7.1641	 7.1083	 7.1021	 7.0252	 7.0639
